x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21,group22,group23,group24,group25,group26
1,3,308.6220735786,308.6220735786,67459728498.59,1287723919307.3,14638085291922,16235636034651,13777068638814,13226230609350,5565197951002.6,5497736901013.9,7170312121307.6,5200721081853.4,4974901702366.1,4662350618100.1,4220834608342.2,2640399185139.1,2354120926423.3,3425560190835.5,2819738215440.4,3249414934070.1,3311225925927.8,3773734748771.1,3865143959124.4,2472713852398.1,1779770622425.9,1261339131035.1,198263523302.8,57540311427.363
1,3,312.21070234114,312.21070234114,67346314365.076,1285558968947.9,14613475204203,16208339676178,13753905416670,13203993207016,5555841076655.9,5488493410839.8,7158256443289.4,5191976929914.4,4966537230426.9,4654511663452.3,4213738012699.7,2635959829759.3,2350162910638.1,3419800797967.1,2814997432506.7,3243951810110,3305658964697.8,3767390285656.3,3858645862744.8,2468556725232.9,1776778473429.9,1259218568615.4,197930202803.33,57443574703.145
1,3,315.79933110368,315.79933110368,67233989233.364,1283414810978.3,14589101534427,16181305691724,13730964952977,13181969713973,5546574214090.4,5479338840546.6,7146316720059.2,5183316865566.5,4958253173585.8,4646748046209.1,4206709592631.6,2631563109079,2346242895192.5,3414096667135.4,2810302112963,3238541042261.8,3300145324015.2,3761106575196.8,3852209993537.5,2464439412706.1,1773814984865.5,1257118319977.8,197600075472.53,57347764658.751
1,3,319.38795986622,319.38795986622,67122081370.02,1281278619055,14564818432059,16154372187147,13708109778739,13160028121355,5537341816091,5470218319709.2,7134421407631.8,5174689013264,4949999929316.4,4639013303867.1,4199707310379.8,2627182737751.2,2342337454998.2,3408413740396.8,2805624243385.7,3233150376693.7,3294652159260.1,3754846190862.4,3845798009633.6,2460337379185.8,1770862493127.6,1255025864753.7,197271173138.48,57252310137.124
1,3,322.97658862876,322.97658862876,67011656615.89,1279170741083.8,14540857236089,16127795821149,13685557751321,13138377629821,5528231916510.6,5461218821852.9,7122683945824.9,5166175653180.7,4941856203075.5,4631381192434.3,4192797930536.5,2622860477407.1,2338483820047.9,3402806179989.1,2801008396736.3,3227831161250.2,3289231772695.6,3748668715259.2,3839470921965.8,2456289652286.8,1767949087733,1252961109888.6,196946624846.34,57158119260.51
1,3,326.5652173913,326.5652173913,66901250441.48,1277063217790.7,14516900072134,16101223927601,13663009519519,13116730782641,5519123550456.7,5452220839023.9,7110948460101,5157663726439.2,4933713847984,4623750366031.4,4185889714036,2618538944802.8,2334630833925.5,3397199563663,2796393327150.2,3222512841173.1,3283812298346.2,3742492279005.9,3833144898612.4,2452242606212.9,1765036172349.7,1250896702291.8,196622131139.1,57063944225.734
1,3,330.15384615385,330.15384615385,66792718948.602,1274991481283.5,14493349735824,16075103301232,13640844262905,13095451648430,5510169916199.1,5443375721449.5,7099412359824.8,5149296422938.2,4925709840952.7,4616249198281.6,4179098878061.2,2614290840666.6,2330843314100.7,3391688204543.7,2791856662727.8,3217284862973.4,3278484865891.1,3736420712479.8,3826926263884.1,2448264254939.8,1762172698776.8,1248867333841.9,196303145012.15,56971367621.829
1,3,333.74247491639,333.74247491639,66684187455.723,1272919744776.2,14469799399514,16048982674864,13618679006290,13074172514219,5501216281941.6,5434530603875.1,7087876259548.5,5140929119437.3,4917705833921.4,4608748030531.8,4172308042086.4,2610042736530.4,2327055794276,3386176845424.4,2787319998305.3,3212056884773.8,3273157433436.1,3730349145953.7,3820707629155.7,2444285903666.7,1759309225203.9,1246837965391.9,195984158885.2,56878791017.924
1,3,337.33110367893,337.33110367893,66577164976.883,1270876813718.6,14446576511138,16023225236888,13596821948289,13053189270636,5492387152602.2,5425808485435.4,7076500584887.6,5132678178253.7,4909813139852.9,4601351185130.9,4165611651344.9,2605853714607.2,2323320951308.6,3380742138546.5,2782846429446.5,3206901614703.8,3267904087104.4,3724362003779.7,3814575454824.6,2440362861816.3,1756485560016.2,1244836808947,195669607221.31,56787501401.867
1,3,340.91973244147,340.91973244147,66470519619.715,1268841081506.8,14423435456139,15997558564281,13575041913016,13032279973859,5483589138614.9,5417117106033.5,7065165002614.9,5124456317483.3,4901948264300.1,4593980411203.1,4158938863660.4,2601679458075.6,2319599272953.3,3375326588032.2,2778388628966.2,3201764515314.2,3262669255830.9,3718395960317.9,3808464888039.2,2436453642489.5,1753671843446.9,1242842703038.5,195356163785.77,56696533420.333
1,3,344.50836120401,344.50836120401,66364983396.301,1266826521240,14400535070488,15972158823611,13553488386711,13011588131203,5474882623243.9,5408516116830.4,7053947311664.9,5116319965924.8,4894165186224.1,4586686296895.6,4152335477076.4,2597548616760.7,2315916302982.3,3369967364198.4,2773977194000.1,3196680846636,3257488870689.1,3712491965745.6,3802417870888.3,2432585077862.2,1750887388204.2,1240869334669.1,195045979962.73,56606511453.049
1,3,348.09698996656,348.09698996656,66260216977.099,1264826655551.3,14377801723551,15946944349443,13532092070985,12991047214525,5466239613306.8,5399977863754,7042811444242.9,5108242962800.3,4886438880419,4579445388884,4145780258947.3,2593447908165.7,2312260198911.9,3364647234401.5,2769597939434.2,3191634262021.6,3252346274372.2,3706631036760.5,3796414960930.2,2428744729993.1,1748123242047.1,1238910359374.3,194738058502.91,56517146075.425
1,3,351.6856187291,351.6856187291,66156162824.079,1262840386084.4,14355222929212,15921901292571,13510841212818,12970645938624,5457655359864.8,5391497654885.1,7031751279911.7,5100220868247.8,4878765099201.3,4572253705801.1,4139269604476.2,2589375077070.9,2308628949890.5,3359363272331.7,2765248456518.7,3186621985984.8,3247238639018.2,3700809951545.4,3790452859591.7,2424930489230.2,1745377886788.8,1236964701306.3,194432230305.54,56428388208.605
1,3,355.27424749164,355.27424749164,66053268127.089,1260876249103.6,14332895721913,15897137275788,13489827136416,12950471975691,5449166752649.4,5383111932751.8,7020814348168.7,5092288156115,4871176819655.5,4565142153071,4132831492550.4,2585347626111.3,2305038160934.7,3354138185567.5,2760947437113.3,3181665558854.3,3242187914549.5,3695053725649.1,3784557188193.7,2421158746682.6,1742663120124.1,1235040721564.8,194129809606.41,56340619272.723
1,3,358.86287625418,358.86287625418,65950691861.332,1258918190559.4,14310637610181,15872449894473,13468878089759,12930360441837,5440704413600.8,5374752160274.8,7009911260619.8,5084379991568.6,4863612021789.1,4558052606757.2,4126413303076.8,2581332637911.7,2301458483503.3,3348929267567.6,2756659727001.8,3176724469229.2,3237152819411,3689315312069.1,3778679760441.8,2417398675413.8,1739956754016.7,1233122695368.2,193828324714.36,56253121928.162
1,3,362.45150501672,362.45150501672,65849661703.022,1256989645188.6,14288714984288,15848134608153,13448244787794,12910552025438,5432369616715.2,5366518383469.2,6999172499791.9,5076591015098.5,4856161236606.3,4551069910150.6,4120091844854.7,2577378161257.9,2297932756843.7,3343798855204.6,2752436638687,3171857849156.1,3232193610746.9,3683663384210.1,3772890912685.6,2413695272741.6,1737291175881.3,1231233575946.9,193531383529.52,56166943265.066
1,3,366.04013377926,366.04013377926,65748631544.713,1255061099817.8,14266792358396,15823819321833,13427611485829,12890743609038,5424034819829.7,5358284606663.6,6988433738964,5068802038628.3,4848710451423.6,4544087213543.9,4113770386632.6,2573423684604.1,2294407030184,3338668442841.7,2748213550372.2,3166991229083,3227234402082.8,3678011456351.2,3767102064929.4,2409991870069.3,1734625597745.8,1229344456525.6,193234442344.68,56080764601.97
1,3,369.62876254181,369.62876254181,65649386413.012,1253166628332.5,14245257062330,15799933634057,13407342725098,12871285155543,5415847276186.5,5350196297554.8,6977884700545.7,5061150669857.6,4841391298526.1,4537227879026.6,4107560608089,2569539070566.7,2290943591421,3333628667557.7,2744065069418.8,3162210584918.6,3222362805245,3672459378239.2,3761415485004.5,2406353892425.2,1732007109902.8,1227488710262.3,192942746907.41,55996108370.383
1,3,373.21739130435,373.21739130435,65550213673.922,1251273538730,14223737474611,15776065368856,13387088748511,12851840894962,5407665704469.3,5342113887958.2,6967343356410.8,5053504881833.2,4834077484039,4530373547518.1,4101355358768.3,2565657289841.3,2287482678773.7,3328592568104,2739919614202.6,3157433427548.5,3217494761547,3666911349581.7,3755733052600.7,2402718568124.4,1729390531829.3,1225634317463.4,192651264213.95,55911513881.737
1,3,376.80602006689,376.80602006689,65452431066.917,1249406985018.9,14202519530371,15752531666466,13367118670418,12832669180128,5399598811409.2,5334144766529.3,6956949765437,5045966260763.9,4826866182921.1,4523615288638,4095237083929,2561829917048.9,2284070274934.1,3323627055258,2735832261963.8,3152723226631,3212694947828.8,3661441081427.1,3750130264200.4,2399134195571.8,1726810626767.4,1223805915001,192363866798.03,55828105031.675
1,3,380.39464882943,380.39464882943,65355108710.19,1247549216912.7,14181401455414,15729108732417,13347242586529,12813587700788,5391569886600,5326213152982.8,6946605093148.1,5038463120942.4,4819688822323.8,4516888837853.3,4089147604935.7,2558020557844.2,2280673931577.3,3318684912497.6,2731764146682.3,3148035193913.5,3207917723954.9,3655996558518.9,3744553844643.3,2395566692320,1724242863547.4,1221986117519.3,192077821951.52,55745088727.398
1,3,383.98327759197,383.98327759197,65258784601.681,1245710504123.6,14160499989491,15705926046642,13327570369220,12794701935950,5383623312332.5,5318362891518.3,6936366522305.9,5031036937696,4812585076607.6,4510231376884.5,4083120582394,2554250269030.2,2277312422443.3,3313793458016.7,2727737755171.1,3143395242668.6,3203189495929.4,3650607875078.2,3739034617079.2,2392035777376.3,1721701435187.7,1220184983719.9,191794710749.21,55662923831.033
1,3,387.57190635452,387.57190635452,65163305698.655,1243887925256.1,14139781923989,15682946776364,13308070763439,12775981880369,5375746463337.6,5310581509941.9,6926217786359.1,5023675912711.7,4805543659779,4503632328812.8,4077146441024.1,2550513060674.2,2273980407052.2,3308944920729.1,2723746690704.4,3138796001463.2,3198502752135,3645266470283.3,3733563813329.3,2388535841339.4,1719182304256.4,1218399652249.2,191514083430.29,55581479812.124
1,3,391.16053511706,391.16053511706,65068436100.032,1242076977244.7,14119196070762,15660114146788,13288695591939,12757381283481,5367919878875.2,5302849783517.1,6916133811995.6,5016361860068.7,4798547175631.2,4497075390408.5,4071210421527.1,2546799699928.3,2270669653638.4,3304127322408.8,2719781093442.5,3134226108040.6,3193845914384.1,3639959148712,3728127918114.8,2385058237760.9,1716679247344,1216625712543.4,191235246723.17,55500555467.781
1,3,394.7491638796,394.7491638796,64974793822.635,1240289457254.4,14098876532584,15637576895421,13269571068283,12739021312111,5360194542207.8,5295218077412.2,6906180286821.4,5009142423763.7,4791641199335.5,4490603273463.2,4065351190879.1,2543134375398.6,2267401728203.6,3299372044418,2715866794744.5,3129715329826.2,3189249316345.6,3634720480942.6,3722762339127.3,2381625618429.8,1714208568310.9,1214874719257.4,190960016843.56,55420677903.378
1,3,398.33779264214,398.33779264214,64881374779.022,1238506198523.9,14078605433855,15615093370010,13250492134790,12720705107988,5352487621448.2,5287604563950.5,6896250488981.6,5001940197174.2,4784751685467.4,4484146584657.7,4059505927326.1,2539477788154.3,2264141592718.9,3294628101830.6,2711961826822.4,3125215304321.5,3184663675320.7,3629494300378.6,3717409549901.6,2378201181434,1711743778687.7,1213127899860.9,190685443035.81,55340990744.941
1,3,401.92642140468,401.92642140468,64789562370.608,1236753608494.4,14058682958544,15592996515514,13231741318122,12702703900985,5344913241762.8,5280121984706.6,6886491459069.6,4994861830576.9,4777980653288.4,4477800933671.1,4053761186310.2,2535884084000.9,2260937522261.1,3289965741240.8,2708124013400.5,3120792667112.1,3180156892986.1,3624357991443.9,3712148809833.3,2374835633498.3,1709321375720.1,1211411120351.5,190415591040.94,55262673956.722
1,3,405.51505016722,405.51505016722,64697749962.194,1235001018464.9,14038760483232,15570899661017,13212990501454,12684702693983,5337338862077.4,5272639405462.7,6876732429157.5,4987783463979.6,4771209621109.4,4471455282684.5,4048016445294.3,2532290379847.5,2257733451803.2,3285303380651,2704286199978.6,3116370029902.6,3175650110651.5,3619221682509.3,3706888069765,2371470085562.7,1706898972752.4,1209694340842.1,190145739046.06,55184357168.502
1,3,409.10367892977,409.10367892977,64607600767.817,1233280177194.5,14019198909392,15549203096940,13194579359351,12667027579711,5329901692159.7,5265292372520.6,6867150182382.9,4980833320298.4,4764561244111.6,4465224580829.9,4042375767826.3,2528761773986.9,2254587421485.8,3280725476003.3,2700517906096.7,3112027505775,3171224964860.3,3614178412293.5,3701722622050.3,2368165500923.9,1704520449209,1208008659190.7,189880775173.69,55107459015.119
1,3,412.69230769231,412.69230769231,64517611585.768,1231562390367.4,13999672056689,15527545043481,13176200896215,12649383837744,5322477722740.4,5257958380040.2,6857584943329.8,4973895512520.3,4757924667363.6,4459004937851.4,4036745101968.4,2525239431018,2251446975018.6,3276155696582.8,2696756300459.9,3107692689062.2,3166807673051.2,3609144093025.5,3696566342098.1,2364866781362.5,1702146147159.9,1206325969361.5,189616281571.44,55030697343.907
