x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9
1,3,455.75585284281,455.75585284281,25909242353990,30579884950956,9941885157953.5,11108176152770,6780531660240.8,5669178860226.6,16972921543348,2132727788864.8,167490981557.82
1,3,459.34448160535,459.34448160535,25886261333902,30552761156898,9933066889131.6,11098323405321,6774517453658.4,5664150403072.7,16957866874730,2130836098619,167342420143.77
1,3,462.93311036789,462.93311036789,25863145680634,30525478459413,9924196958910.9,11088412936029,6768468013139.3,5659092486947.3,16942724009070,2128933325998,167192988389.91
1,3,466.52173913043,466.52173913043,25839861386830,30497996720658,9915262317999.9,11078430164782,6762374438848.8,5653997670729.6,16927470668440,2127016671674.9,167042466454.77
1,3,470.11036789298,470.11036789298,25816506215043,30470431326794,9906300479815.9,11068417005726,6756262315564.3,5648887345762.7,16912170896255,2125094183007.8,166891486327.07
1,3,473.69899665552,473.69899665552,25792919250502,30442592355057,9897249698204.5,11058304469214,6750089531377.4,5643726302427.2,16896719278643,2123152614245.2,166739007769.08
1,3,477.28762541806,477.28762541806,25769324910408,30414744678180,9888196086448.5,11048188770551,6743914816984.8,5638563645253.4,16881262829370,2121210438361.5,166586481531.63
1,3,480.8762541806,480.8762541806,25745435885998,30386549194443,9879029398536.1,11037946730672,6737662982765.4,5633336508461.4,16865613334944,2119244005442.3,166432050299.69
1,3,484.46488294314,484.46488294314,25721546861589,30358353710706,9869862710623.7,11027704690792,6731411148546.1,5628109371669.5,16849963840518,2117277572523,166277619067.75
1,3,488.05351170569,488.05351170569,25697412265192,30329868385846,9860601791905.4,11017357365810,6725095047343,5622828501476.4,16834153473975,2115290925262.1,166121600328.98
1,3,491.64214046823,491.64214046823,25673221799644,30301317120333,9851319435094,11006986087813,6718764325002.3,5617535406601,16818306508026,2113299679113,165965220422.55
1,3,495.23076923077,495.23076923077,25648849370654,30272551088935,9841967255332.6,10996536795877,6712385982244.1,5612202496460.7,16802340339387,2111293454582.6,165807664208.58
1,3,498.81939799331,498.81939799331,25624358090430,30243644781061,9832569470016.5,10986036548359,6705976535736.1,5606843580583.7,16786296312324,2109277446773.3,165649339677.62
1,3,502.40802675585,502.40802675585,25599748195555,30214598475972,9823126169938.3,10975485446705,6699536047401,5601458710743.6,16770174581842,2107251675162.2,165490248359.28
1,3,505.99665551839,505.99665551839,25574956734852,30185337874339,9813613199500.3,10964856501603,6693048042718.3,5596034112651.2,16753933909176,2105210957903.8,165329983304.13
1,3,509.58528428094,509.58528428094,25550109743696,30156011731818,9804078920939,10954203748703,6686545505539.8,5590597363989.8,16737656858993,2103165669638.4,165169359270.93
1,3,513.17391304348,513.17391304348,25525018744605,30126397594234,9794451011750,10943446381287,6679979110710.2,5585107224169.1,16721219961329,2101100295781.7,165007157842.15
1,3,516.76254180602,516.76254180602,25499927745514,30096783456649,9784823102561,10932689013872,6673412715880.6,5579617084348.4,16704783063665,2099034921925,164844956413.36
1,3,520.35117056856,520.35117056856,25474545142151,30066825147401,9775083299056.7,10921806625721,6666770007257.8,5574063138830.9,16688155138495,2096945544559.6,164680869900.48
1,3,523.9397993311,523.9397993311,25449155254601,30036858240847,9765340700465.8,10910921114590,6660125392339.4,5568507599466.2,16671522441515,2094855567593.8,164516736298.76
1,3,527.52842809365,527.52842809365,25423536960508,30006621753007,9755510457783.1,10899937677763,6653421002686.3,5562902082654.2,16654740117347,2092746789264.8,164351126156.64
1,3,531.11705685619,531.11705685619,25397848842020,29976302853560,9745653422103.7,10888924304831,6646698339761.9,5557281287623.9,16637912051811,2090632263316.6,164185064632.77
1,3,534.70568561873,534.70568561873,25371995243115,29945788642686,9735732888353.3,10877839984816,6639932370094.3,5551624283977.1,16620975581510,2088504115797.7,164017933356.7
1,3,538.29431438127,538.29431438127,25346009558830,29915118535514,9725761670860.1,10866699035307,6633131833268.8,5545938378850.4,16603952583238,2086365095630.4,163849948211.44
1,3,541.88294314381,541.88294314381,25319921043936,29884327060550,9715750995251.9,10855513998818,6626304385350.8,5540229973453.4,16586862221539,2084217610930.1,163681298315.17
1,3,545.47157190635,545.47157190635,25293638466845,29853306539964,9705665854184.1,10844245761265,6619426150747,5534479105486,16569644731399,2082054151940.8,163511393899.05
1,3,549.0602006689,549.0602006689,25267315427692,29822238263240,9695565187026.1,10832960176242,6612537327090.2,5528719384048.2,16552400734907,2079887362302.8,163341227914.81
1,3,552.64882943144,552.64882943144,25240736638608,29790868132665,9685366383579.5,10821564942478,6605581572844.8,5522903702178.4,16534989198800,2077699520520.8,163169408628.03
1,3,556.23745819398,556.23745819398,25214157849525,29759498002089,9675167580133,10810169708713,6598625818599.4,5517088020308.6,16517577662694,2075511678738.7,162997589341.24
1,3,559.82608695652,559.82608695652,25187305157139,29727804591775,9664863674585.3,10798657043229,6591598382964.4,5511212405878.3,16499986694842,2073301290509.9,162823999398.81
1,3,563.41471571906,563.41471571906,25160430844432,29696085663654,9654551472894,10787135108373,6584565289220.6,5505332060723.1,16482381563699,2071089122596.7,162650269691.2
1,3,567.00334448161,567.00334448161,25133345115780,29664117207795,9644158146762,10775522532300,6577476867254.8,5499405455834.6,16464637935810,2068859551913,162475173279.82
1,3,570.59197324415,570.59197324415,25106175975331,29632050303559,9633732813889.5,10763874194748,6570366616157.8,5493460599685.7,16446839665580,2066623115160.9,162299537650.75
1,3,574.18060200669,574.18060200669,25078857618272,29599807283567,9623250223687.8,10752161882964,6563217314607.7,5487483093589.7,16428943644864,2064374395598.5,162122937407.27
1,3,577.76923076923,577.76923076923,25051394353673,29567393233683,9612712029631.1,10740387444390,6556030090301.4,5481473880410,16410952696496,2062113747928,161945400405.46
1,3,581.35785953177,581.35785953177,25023843778943,29534876134321,9602140332960.7,10728575572982,6548820016653.5,5475445562975.5,16392904552011,2059845913295.2,161767298984.99
1,3,584.94648829431,584.94648829431,24996087101550,29502115778292,9591489550647.6,10716675338328,6541556005276.9,5469372148394.5,16374721391443,2057561113253.6,161587865208.37
1,3,588.53511705686,588.53511705686,24968304722744,29469325087667,9580828906195.1,10704764084598,6534285267756.5,5463293110108,16356521394096,2055274197591.1,161408265284.24
1,3,592.1237458194,592.1237458194,24940255351477,29436219273962,9570065811469.5,10692738362065,6526944657437.8,5457155651418.5,16338146492244,2052965304351.2,161226939379.87
1,3,595.71237458194,595.71237458194,24912205980211,29403113460258,9559302716744,10680712639532,6519604047119,5451018192728.9,16319771590392,2050656411111.3,161045613475.51
1,3,599.30100334448,599.30100334448,24883900246247,29369705069510,9548441250613.7,10668577005560,6512196345859.3,5444824639537.6,16301228747540,2048326415291.2,160862630307.66
1,3,602.88963210702,602.88963210702,24855558907487,29336254655512,9537566122223.4,10656426106597,6504779326710,5438623295691.4,16282662580291,2045993488650.5,160679416971.66
1,3,606.47826086957,606.47826086957,24827022938952,29302574525975,9526616310574.7,10644191763220,6497311372332.3,5432379365078.8,16263968912772,2043644540998.4,160494945446.53
1,3,610.06688963211,610.06688963211,24798390366650,29268780377982,9515629430167.4,10631916002518,6489818136442.8,5426114296682.6,16245211960966,2041287641376.7,160309849423.89
1,3,613.65551839465,613.65551839465,24769624593083,29234829016623,9504591437821.4,10619583133892,6482290041358.3,5419820082635.3,16226367750168,2038919777250.2,160123892318.24
1,3,617.24414715719,617.24414715719,24740701528804,29200692009864,9493493089943.3,10607182829376,6474720782794,5413491451946.4,16207420499587,2036538965688.4,159936918402.73
1,3,620.83277591973,620.83277591973,24711706382543,29166469926952,9482367082793.8,10594751620857,6467132660144.9,5407147049062.1,16188426028724,2034152220674.8,159749478511.35
1,3,624.42140468227,624.42140468227,24682493575375,29131990945547,9471157554881.8,10582227093683,6459487574941.4,5400755019985.3,16169288970080,2031747558833,159560631545.36
1,3,628.01003344482,628.01003344482,24653269491549,29097498654646,9459943699893.8,10569697731820,6451839538600,5394360523472.2,16150144524194,2029341968749.3,159371711681.1
1,3,631.59866220736,631.59866220736,24623767698110,29062678591576,9448623282264.4,10557049306361,6444118824757.8,5387905261554.3,16130818153114,2026913518905.2,159180996555.52
1,3,635.1872909699,635.1872909699,24594265904671,29027858528505,9437302864634.9,10544400880902,6436398110915.7,5381449999636.5,16111491782033,2024485069061.1,158990281429.95
1,3,638.77591973244,638.77591973244,24564525098990,28992756366600,9425890733311.1,10531649982737,6428614846802.7,5374942439655.5,16092008836086,2022036944845.2,158798021203.37
1,3,642.36454849498,642.36454849498,24534735083326,28957596123659,9414459719149.7,10518877986573,6420818704279.3,5368424112080.6,16072493653101,2019584769893.2,158605442857.54
1,3,645.95317725753,645.95317725753,24504766990193,28922225701350,9402960373171.3,10506029642529,6412975958316.2,5361866819532.6,16052861813112,2017117936437.4,158411713325.33
1,3,649.54180602007,649.54180602007,24474689523798,28886726189140,9391419058527.5,10493134406440,6405104589023.1,5355285595118.3,16033158323649,2014642099886.6,158217276746.85
1,3,653.13043478261,653.13043478261,24444494594121,28851088038625,9379832670918.3,10480188809838,6397202479215.4,5348678668667.3,16013377885008,2012156594308,158022080823.95
1,3,656.71906354515,656.71906354515,24414130455976,28815250176550,9368181354701,10467170667798,6389256087013.6,5342034717861.3,15993486599366,2009657160280.2,157825791048.54
1,3,660.30769230769,660.30769230769,24383709143434,28779344833283,9356508099543.6,10454128013143,6381294732088.3,5335378256774.3,15973557859268,2007153019922.9,157629131667.72
1,3,663.89632107023,663.89632107023,24353059119980,28743169549524,9344747083513.6,10440987302312,6373273522782.4,5328671751648.7,15953479292615,2004630053151,157430993779.11
1,3,667.48494983278,667.48494983278,24322409096526,28706994265766,9332986067483.6,10427846591481,6365252313476.5,5321965246523.1,15933400725963,2002107086379.2,157232855890.49
1,3,671.07357859532,671.07357859532,24291476766078,28670485783683,9321116724705,10414584845998,6357157223519,5315196970042.6,15913137222413,1999560881412.5,157032893020.7
1,3,674.66220735786,674.66220735786,24260541651140,28633974015151,9309246313462.4,10401321906709,6349061404851.3,5308428084290.1,15892871894767,1997014447239.5,156832912150.5
1,3,678.2508361204,678.2508361204,24229384654614,28597200366592,9297290761901.9,10387963839219,6340907519065.8,5301610648823.4,15872461214417,1994449748812.5,156631496921.04
1,3,681.83946488294,681.83946488294,24198165249337,28560353058900,9285311262879.6,10374579014971,6332737300711.7,5294779557753.2,15852009650636,1991879913189.2,156429678248.61
1,3,685.42809364548,685.42809364548,24166784056010,28523314797746,9273269682611.3,10361124826674,6324524741912,5287913065984.6,15831452100911,1989296759931.3,156226813693.21
1,3,689.01672240803,689.01672240803,24135281168946,28486132905213,9261181406070.1,10347618464125,6316280335475.2,5281019946517.9,15810814830678,1986703589414.9,156023162445.53
1,3,692.60535117057,692.60535117057,24103676250846,28448830588567,9249053978213.8,10334068357387,6308009227188.1,5274104501727.6,15790110720788,1984102020179.7,155818851615.48
1,3,696.19397993311,696.19397993311,24071890697956,28411315074198,9236857237235.2,10320440806345,6299690846194.9,5267149532392.9,15769288278594,1981485581931.4,155613373066.98
1,3,699.78260869565,699.78260869565,24040062529836,28373749262375,9224644143954.3,10306794984699,6291361312658.7,5260185238456.1,15748437919528,1978865635796.2,155407619031.18
1,3,703.37123745819,703.37123745819,24007995134349,28335901097802,9212339254427.8,10293046598112,6282969172551.9,5253168599384.5,15727430844665,1976225997580.7,155200318503.65
1,3,706.95986622074,706.95986622074,23975927738862,28298052933228,9200034364901.2,10279298211525,6274577032445,5246151960313,15706423769803,1973586359365.1,154993017976.12
1,3,710.54849498328,710.54849498328,23943595786031,28259892519767,9187627959541.8,10265436400201,6266115656850.5,5239077433691.8,15685243385737,1970924944029.1,154784007210.99
1,3,714.13712374582,714.13712374582,23911247378406,28221712685220,9175215240156.2,10251567534147,6257649974985,5231999306612.6,15664052222280,1968262174211.8,154574890073.43
1,3,717.72575250836,717.72575250836,23878693970899,28183290895634,9162723858307.9,10237610777678,6249130644014.2,5224876323701.3,15642726765192,1965582529764.8,154364447708.95
1,3,721.3143812709,721.3143812709,23846065388935,28144780379954,9150203630550.9,10223621791364,6240591639654.7,5217736891937.5,15621352061975,1962896697308.9,154153519377.3
1,3,724.90301003344,724.90301003344,23813291016885,28106097792742,9137627460293.5,10209570299896,6232014481583.7,5210565559981.5,15599881852922,1960198864092.9,153941648581.67
1,3,728.49163879599,728.49163879599,23780383105666,28067257593376,9125000048451.9,10195461555659,6223402375903.9,5203365008445,15578324163504,1957490038555.1,153728914518.46
1,3,732.08026755853,732.08026755853,23747388261881,28028314790226,9112339278903.8,10181315540500,6214767519715.1,5196145435274.8,15556709525275,1954774057129.2,153515618476.93
