x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12
1,3,258.38127090301,258.38127090301,39237777073590,32775555208142,13410771308717,14982548902113,11613421535123,8161462828633.9,6827057717536.7,7883855442516.1,12437174286036,6748228696045.8,2222025076258.3,172689599490.02
1,3,261.96989966555,261.96989966555,39047486812036,32616576259715,13345707507573,14909825201243,11557022706031,8121809139212.9,6793872225493.4,7845538489833.7,12376779110318,6715469792905.6,2211239877186.2,171851432958.41
1,3,265.55852842809,265.55852842809,38859983227493,32459952731888,13281616337145,14838205235974,11501492096992,8082773175530,6761208653526.8,7807816147959,12317290124394,6683196507780.8,2200613757040.3,171025613791.16
1,3,269.14715719064,269.14715719064,38673744103920,32304397981465,13217966500096,14767086093218,11446355444757,8044017506292.1,6728781903970.6,7770363612077.5,12258212324130,6651143572924.4,2190059819315.4,170205397268.3
1,3,272.73578595318,272.73578595318,38489446882509,32150466107798,13154982095343,14696714449363,11391801886331,8005674183911.7,6696702340121,7733312345464.8,12199762505233,6619430245855.2,2179617541436.9,169393855409.59
1,3,276.32441471572,276.32441471572,38307269317979,31998305663171,13092724034158,14627158727759,11337884796015,7967780953132.7,6665001742105.2,7696699078862,12141998150853,6588087613044.9,2169297144344.5,168591782262.5
1,3,279.91304347826,279.91304347826,38126176496601,31847049764044,13030836063872,14558017002818,11284289276428,7930114264011.8,6633491232352.9,7660306019323.8,12084581255537,6556933451365.7,2159038793724,167794530928.12
1,3,283.5016722408,283.5016722408,37948041055366,31698259964739,12969957087718,14490003974105,11231570468425,7893065204787.7,6602498968099.1,7624513319417.5,12028111652246,6526293126329.8,2148949602967.3,167010425501.3
1,3,287.09030100334,287.09030100334,37770140482837,31549666099014,12909158248777,14422080473471,11178921085742,7856064969622.8,6571547591710.8,7588767941733.9,11971716821505,6495693386935.6,2138873777567.9,166227358818.69
1,3,290.67892976589,290.67892976589,37596012899759,31404219759182,12849646754013,14355595174226,11127386968721,7819849056320.7,6541253048190.6,7553782760037.9,11916523155650,6465745625410.4,2129012656601.6,165460978782.26
1,3,294.26755852843,294.26755852843,37421885316682,31258773419351,12790135259249,14289109874980,11075852851700,7783633143018.6,6510958504670.4,7518797578342,11861329489794,6435797863885.2,2119151535635.3,164694598745.83
1,3,297.85618729097,297.85618729097,37251126878349,31116139300134,12731774092076,14223909414763,11025314597015,7748117148149.1,6481249617467.6,7484489454709.4,11807205165909,6406430506414.5,2109481550702,163943073699.67
1,3,301.44481605351,301.44481605351,37080968391253,30974005959413,12673617766341,14158937748742,10974953677793,7712725789340.6,6451645019412,7450301896340,11753271262170,6377166502808.6,2099845601795,163194193915.28
1,3,305.03344481605,305.03344481605,36913320990175,30833969458544,12616319272454,14094924284776,10925335402349,7677856301210.1,6422476973693,7416618682291.6,11700133460948,6348334533598.7,2090351921430,162456371039.39
1,3,308.6220735786,308.6220735786,36747091682210,30695117112311,12559505224508,14031451949123,10876136522347,7643281530667.7,6393555463479.9,7383220288119.2,11647445245078,6319746548464.8,2080938584804.1,161724792364.47
1,3,312.21070234114,312.21070234114,36582532310226,30557659560684,12503261852319,13968617116323,10827431750071,7609053977965.1,6364924388364.1,7350157328761.5,11595286321690,6291445773021.1,2071619822336.2,161000563788.83
1,3,315.79933110368,315.79933110368,36420192644104,30422055992561,12447777031556,13906629662607,10779383753762,7575287952819.9,6336679364267.9,7317540234774.2,11543830942412,6263526761333.7,2062426769365.8,160286105083.77
1,3,319.38795986622,319.38795986622,36258698637558,30287158799853,12392581232537,13844965091396,10731586022469,7541697797168.3,6308581449240.4,7285093024148.7,11492643582447,6235753177036.7,2053281602608.7,159575367972.77
1,3,322.97658862876,322.97658862876,36100210383682,30154772298026,12338412711990,13784448150956,10684677815479,7508732739623.3,6281006408296.8,7253249634945.4,11442408851400,6208496489585.3,2044306639226.3,158877858632.83
1,3,326.5652173913,326.5652173913,35941759560885,30022417062442,12284256984543,13723945502731,10637780686572,7475775467156.4,6253437879410.5,7221413765734.3,11392185983650,6181246239025.4,2035333795359.6,158180514015.86
1,3,330.15384615385,330.15384615385,35787085509172,29893216570105,12231392072288,13664884929575,10592001328964,7443603703899.2,6226526412763.1,7190336658728.1,11343160114872,6154645466540.8,2026574809212.8,157499789837.72
1,3,333.74247491639,333.74247491639,35632411457459,29764016077768,12178527160034,13605824356419,10546221971357,7411431940641.9,6199614946115.8,7159259551722,11294134246093,6128044694056.3,2017815823066,156819065659.59
1,3,337.33110367893,337.33110367893,35480759796421,29637340262280,12126695271561,13547917873335,10501337174489,7379888832650.8,6173229341633.8,7128789699573.8,11246066350120,6101963703944.8,2009227988514.8,156151642908.78
1,3,340.91973244147,340.91973244147,35329863468998,29511295395434,12075121548782,13490299811940,10456675939652,7348502833553.4,6146975156750.7,7098471608086.8,11198237863655,6076012614015.3,2000682926909.7,155487544352.73
1,3,344.50836120401,344.50836120401,35181176178212,29387095800390,12024302860773,13433525277419,10412668544698,7317576324747.9,6121105331706.4,7068597369192,11151109575316,6050441441463.4,1992262962759.9,154833168023.42
1,3,348.09698996656,348.09698996656,35034022089079,29264176932760,11974008211404,13377336200277,10369114953169,7286968729293.1,6095502275049.2,7039031190162.4,11104467265756,6025133953968.6,1983929823618.8,154185539492.64
1,3,351.6856187291,351.6856187291,34888278939718,29142436662241,11924195810671,13321685891847,10325978975547,7256654615110.2,6070144713484.9,7009748505683.6,11058272183493,6000069125808.8,1975676586271.8,153544120708.14
1,3,355.27424749164,355.27424749164,34744832575836,29022614960315,11875168433994,13266912613169,10283522806930,7226818241747.9,6045186778875.6,6980927305232.2,11012805116119,5975399308441.2,1967553416333.9,152912810402.65
1,3,358.86287625418,358.86287625418,34602013710711,28903317407757,11826355522560,13212378934194,10241252358072,7197112384239.9,6020338019904.6,6952232179642.8,10967536938798,5950837406129.8,1959465780197.2,152284261685.98
1,3,362.45150501672,362.45150501672,34462241596031,28786564804173,11778583923264,13159008604937,10199883650852,7168040231951.5,5996019351106.4,6924149196527.6,10923234450011,5926799473374.4,1951550674481.7,151669121556.84
1,3,366.04013377926,366.04013377926,34322469481352,28669812200589,11730812323968,13105638275679,10158514943631,7138968079663,5971700682308.1,6896066213412.4,10878931961224,5902761540619.1,1943635568766.2,151053981427.7
1,3,369.62876254181,369.62876254181,34186197020941,28555982766250,11684236787476,13053604181535,10118181985628,7110623807284.3,5947990880295.7,6868686344125.8,10835738674290,5879325445889.4,1935918633664.7,150454242570.95
1,3,373.21739130435,373.21739130435,34050066490689,28442271882444,11637709757884,13001624279046,10077891032931,7082309054424.9,5924305771168.1,6841334989958,10792590371570,5855913758989.8,1928209735467.6,149855128320.19
1,3,376.80602006689,376.80602006689,33916647664123,28330826075700,11592109527410,12950679794701,10038402659517,7054558319912.9,5901092459741.3,6814528463792.4,10750301566696,5832968424225.2,1920654395697.3,149267948206.31
1,3,380.39464882943,380.39464882943,33784126638845,28220130199383,11546816145154,12900078120578,9999180007139,7026994322765.3,5878035352912.4,6787902321377.8,10708297327675,5810177491119.6,1913149896641.6,148684719292.36
1,3,383.98327759197,383.98327759197,33653543306859,28111052908222,11502185040243,12850216342234,9960530867182,6999833365622.7,5855315386439.2,6761665505618.1,10666907273438,5787719806401.7,1905755128163.5,148110018335.49
1,3,387.57190635452,387.57190635452,33524600597881,28003346054817,11458114678074,12800981025283,9922367313708.7,6973013657896.3,5832880872894.2,6735758328336.3,10626037242516,5765544279326.8,1898453267324.9,147542537903.47
1,3,391.16053511706,391.16053511706,33396834963910,27896622438267,11414446626992,12752195169155,9884552148600.3,6946438782435.9,5810651159890.9,6710087652865.8,10585540306136,5743571188217.3,1891218063702.2,146980237885.6
1,3,394.7491638796,394.7491638796,33271440310901,27791879354690,11371588950713,12704314661494,9847438741812.5,6920357072353.8,5788833976405.1,6684893362747.3,10545794893703,5722005863662,1884117127639.6,146428372770.54
1,3,398.33779264214,398.33779264214,33146474923568,27687494838149,11328877988772,12656598062486,9810452384703.7,6894364647323.7,5767091479334.6,6659785319806.3,10506185540756,5700514363084.3,1877040500005.4,145878396839.14
1,3,401.92642140468,401.92642140468,33024599002965,27585690963354,11287222944153,12610061129951,9774380416461.8,6869014815475.9,5745886507641.9,6635298006168.9,10467555421123,5679554180836.6,1870138822489.1,145342017545.84
1,3,405.51505016722,405.51505016722,32902723082361,27483887088560,11245567899534,12563524197416,9738308448219.9,6843664983628.2,5724681535949.1,6610810692531.5,10428925301491,5658593998588.9,1863237144972.8,144805638252.53
1,3,409.10367892977,409.10367892977,32784030950898,27384742648727,11205001016096,12518202958302,9703178795771.9,6818977371108.9,5704030506596.4,6586963066370.8,10391304325115,5638181363972.7,1856515761577.9,144283270920.32
1,3,412.69230769231,412.69230769231,32665645121269,27285854064345,11164538821049,12472998677036,9668139800412.8,6794353468523.1,5683432770205.9,6563176982428.5,10353780435077,5617821407104.9,1849811723684.6,143762251632.58
1,3,416.28093645485,416.28093645485,32549691461363,27188997103007,11124907907308,12428723103859,9633820671250.4,6770235457168.4,5663258208409.1,6539879576647.8,10317027463108,5597879740154.6,1843245418498.4,143251936550.48
1,3,419.86956521739,419.86956521739,32434767898387,27093000595052,11085629066169,12384840866454,9599806427044.4,6746331705945.1,5643262873763.1,6516789140746.5,10280600998096,5578115231548.1,1836737447250.4,142746155020.99
1,3,423.45819397993,423.45819397993,32321537025963,26998417997860,11046928752594,12341604957430,9566293167988.7,6722780025399.2,5623562043868.6,6494038796290.9,10244711046017,5558641827488.7,1830325329616.1,142247822968.81
1,3,427.04682274247,427.04682274247,32210048854165,26905291085035,11008824059021,12299034472382,9533295695551.4,6699590817361.7,5604164419787.1,6471638591189,10209373457996,5539468128579.7,1824011897563.8,141757160486.7
1,3,430.63545150502,430.63545150502,32099525379626,26812969982199,10971049076833,12256832339119,9500583741609.1,6676602259337.2,5584934638145.9,6449432208996.5,10174341636061,5520460334115.7,1817753093787.7,141270743562.82
1,3,434.22408026756,434.22408026756,31991446469929,26722690820243,10934109590807,12215563617675,9468595298040.6,6654122153019,5566130173073.8,6427716978474.1,10140084632355,5501872945296.3,1811632719308.3,140795084980.28
1,3,437.8127090301,437.8127090301,31883615268822,26632618575517,10897254769450,12174389483664,9436680171673.2,6631693570901.2,5547368807667.1,6406051519042.6,10105906145392,5483328158618,1805526372679,140320516603.51
1,3,441.40133779264,441.40133779264,31778920080555,26545165921347,10861471810327,12134412834975,9405693247604.8,6609917289752.3,5529153087864.2,6385016166056.2,10072721687407,5465322718842.6,1799597619881.8,139859750329.02
1,3,444.98996655518,444.98996655518,31674224892287,26457713267177,10825688851204,12094436186287,9374706323536.5,6588141008603.4,5510937368061.3,6363980813069.8,10039537229422,5447317279067.2,1793668867084.6,139398984054.53
1,3,448.57859531773,448.57859531773,31572430137543,26372683428791,10790897240475,12055567073431,9344577879830.5,6566968030813,5493226307512.1,6343528236178.2,10007272135426,5429810674227.5,1787904368548.7,138950983168.4
1,3,452.16722408027,452.16722408027,31471094077558,26288036751368,10756262408485,12016873114005,9314585202188.2,6545890463617.6,5475595057292.1,6323167823557.3,9975152436055.4,5412382958618.8,1782165846325.6,138505001089.68
1,3,455.75585284281,455.75585284281,31371938495371,26205211372677,10722372790582,11979011703441,9285237853818.7,6525266406031.9,5458343164940.9,6303245490119.1,9943723831243.5,5395330221566.4,1776550795401,138068614858.73
1,3,459.34448160535,459.34448160535,31273938077417,26123350873864,10688877969022,11941591357065,9256232385240.7,6504882606834.2,5441292247184.3,6283555240402.9,9912661351561.2,5378476139055.2,1771001156574.6,137637312275.1
1,3,462.93311036789,462.93311036789,31177408234855,26042718721395,10655885745978,11904732510975,9227662149461.3,6484804670459.2,5424497181657.7,6264160446533,9882064970049.9,5361874955105.3,1765534791080.9,137212481464.55
1,3,466.52173913043,466.52173913043,31082720424274,25963625186571,10623523074160,11868576996036,9199637083102,6465109855618.9,5408022594762.8,6245135738495.1,9852052419698.5,5345590550043.3,1760172733154.7,136795757149.64
1,3,470.11036789298,470.11036789298,30988803076919,25885175244726,10591423742652,11832715685204,9171840062085.7,6445575301313.8,5391682064828.4,6226265838259.8,9822284087376.9,5329438654393.9,1754854307351.7,136382423802.72
1,3,473.69899665552,473.69899665552,30897405380720,25808830049400,10560185614761,11797816512077,9144788819315.1,6426564848133.5,5375779942288.9,6207902207040.5,9793314422949.3,5313720105182.6,1749678571979.6,135980179961.63
1,3,477.28762541806,477.28762541806,30806087498346,25732551524400,10528974766465,11762947815729,9117761199895.4,6407570996437,5359891706786.4,6189554612438.1,9764370057175.6,5298015282678.4,1744507356477.6,135578287392.35
1,3,480.8762541806,480.8762541806,30717958513391,25658936758799,10498853852546,11729296794678,9091677432528,6389240443721.5,5344558316715.4,6171847748009.8,9736436478839.4,5282858899753.3,1739516728768.4,135190429606.97
1,3,484.46488294314,484.46488294314,30629829528436,25585321993197,10468732938627,11695645773626,9065593665160.6,6370909891005.9,5329224926644.4,6154140883581.5,9708502900503.2,5267702516828.2,1734526101059.1,134802571821.58
1,3,488.05351170569,488.05351170569,30544346693861,25513917559000,10439516421992,11663005141105,9040293075014.9,6353129721350.7,5314351928306.8,6136965675360,9681408038510.1,5253001209742.1,1729685318682.4,134426359599.93
1,3,491.64214046823,491.64214046823,30459465874921,25443015988915,10410505661352,11630594378246,9015170662547.7,6335474767257.5,5299583671945.7,6119911422225.2,9654503989690.2,5238403435233.7,1724878627048.8,134052796816.31
1,3,495.23076923077,495.23076923077,30376537827156,25373745567839,10382162315133,11598929247922,8990626208349.5,6318225977191.1,5285155169145.6,6103249513551.4,9628218885433.3,5224141491446.3,1720182516249.8,133687828068.52
1,3,498.81939799331,498.81939799331,30294885251324,25305540547975,10354254897286,11567751134911,8966459253347.9,6301242477202,5270948579766,6086843868567.9,9602338050978.9,5210098898837.2,1715558632423.8,133328472600.79
1,3,502.40802675585,502.40802675585,30214500699812,25238394717239,10326780867823,11537057202954,8942667599594.8,6284522722859.6,5256962611974.9,6070692995379.8,9576859133275.8,5196274380825.9,1711006555251.1,132974697747.62
