x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21,group22,group23,group24,group25,group26
1,3,50.240802675585,50.240802675585,21585.116479134,1304814.302545,19463344.855056,32887974.239284,40919541.31889,57149155.041205,28575017.046799,32831156.653983,52600924.160624,45440864.514926,52254447.626879,60562787.698938,69924964.498617,51408611.356567,65159830.319279,1299167037.5888,26121247765.178,676422475515.4,5419348104425,10856943985844,9911406781828.4,5542629014569.9,3769852241681.5,2706443744033,469744935083.7,158783643033.69
1,3,53.829431438127,53.829431438127,34084.132543983,1998579.5051951,29590063.842729,49954316.290663,62118330.961362,86702748.70626,43342248.363944,49785941.267408,79735737.470666,68862343.761009,79163153.22723,91718346.987451,105856413.61274,77793601.929212,95319776.200896,1449049475.9934,28275343161.542,731199156991.96,5857953824299.4,11735568566655,10713491851075,5991163581313.3,4074923831045.7,2925459057628.8,507758304241.93,171632979353
1,3,57.418060200669,57.418060200669,56790.119651308,3209315.1031709,47083899.46906,79397711.19249,98659983.515761,137597201.45079,68763850.778712,78962037.989855,126401179.12137,109122308.17792,125392721.44569,145211914.05551,167508461.59744,123043116.60615,146604792.79044,1640597063.2166,30546205836.943,788158238886.27,6313832895560.5,12648744840481,11547103147177,6457323839613.5,4391982081049.8,3153078987318.4,547265048209,184987124307.03
1,3,61.006688963211,61.006688963211,95641.679566959,5194963.5026319,75466973.369801,127099098.39349,157803601.19437,219877556.32106,109844872.49735,126088047.30799,201719510.21924,174063143.66035,199912737.03505,231375662.81686,266727902.0331,195820518.91536,228669116.00471,1890429290.236,32936213260.721,846976265582.36,6784297500539.9,13591064025923,12407295566319,6938342459036.8,4719144074862.2,3387951385603.9,588030441222.73,198766743108.76
1,3,64.595317725753,64.595317725753,151695.05479705,7984508.1578825,115068527.4239,193590702.82767,240190453.04197,334403766.33524,167008463.28503,191641461.25166,306433112.44907,264310507.11512,303422387.19921,350993186.91037,404384543.22826,296747284.46177,342183483.82437,2199091683.2898,35433403817.6,907318090992.52,7266656444146.3,14557133235786,13289145472856,7431465951649.5,5054536973892.2,3628731689108.3,629821111550.7,212892951597.68
1,3,68.183946488294,68.183946488294,250923.33427722,12737082.113867,181862592.79217,305576374.96835,378806986.45418,526858996.62071,263023601.24008,301691243.39798,482075211.77755,415584429.03121,476793362.48822,551167636.12748,634516368.80748,465356306.30365,531252915.54635,2647184091.5226,38149864315.722,970334302852.01,7769689290834.1,15564431441867,14208575999305,7945589958440.4,5404208012065.9,3879759637995.5,673390106721.8,227620329542.37
1,3,71.772575250836,71.772575250836,423701.18175405,20656490.300763,291886949.33565,489711207.85632,606434417.31364,842379317.79077,420335054.06151,481868606.18271,769304906.24109,662729214.27871,759733426.07231,877445313.78846,1009090990.9606,739520381.93679,837932038.50072,3308657008.6963,41141085940.958,1035810849271.3,8291270194644.1,16608597794954,15161575065958,8478462722443.1,5766622722530.3,4139932079215.8,718545792196.99,242884131315.73
1,3,75.361204013378,75.361204013378,674915.30041454,31852591.848432,446279428.79521,747782686.70037,925169488.56959,1283661042.9048,640245749.25693,733612156.20168,1170272418.8531,1007494544.288,1154114607.3747,1331811360.879,1530159929.544,1120625249.6877,1263615653.8023,4184634393.2217,44389145240.132,1103245482265.5,8827367629905.8,17681554329811,16140767958404,9025960134983.4,6138976060745.1,4407235219872.9,764938643200.06,258566210157.2
1,3,78.94983277592,78.94983277592,1108554.5922147,50484421.734421,700668849.86073,1172279377.6522,1448772378.0598,2007345578.5913,1000648861.7376,1145872718.7233,1826077162.87,1570797083.8445,1797726132.1013,2072311187.5442,2378049517.3478,1740089404.0745,1954258079.0118,5535467960.8417,48167940373.842,1174008498688.5,9387535630797.3,18802087536896,17163197413037,9597584557956.6,6527720974222.5,4686296425690,813371236049.12,274937960900.07
1,3,82.538461538462,82.538461538462,1876689.0092199,82018259.369974,1125933587.0786,1880242556.5221,2320377971.3163,3208928273.3855,1598440172.9396,1828885201.2551,2910466038.403,2500745637.8035,2858318335.5337,3290000169.2924,3768985065.0427,2754598665.0957,3082739178.9653,7663115289.8586,52736071370.985,1248160016934,9970618482275.1,19967479723452,18226261067965,10191849074334,6931834817572.7,4976375603300.7,863714478270.55,291955866237.07
